Name,Park,Type,Design,Status,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Rank
Cobra,Ratanga Junction,Steel,Inverted,Relocated,Cape Town,Western Cape,South Africa,Vekoma,2509,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Cobra,West Midland Safari Park,Steel,Sit Down,Relocated,Worcestershire,England,United Kingdom,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Cobra,M&Ds Scotland's Theme Park,Steel,Sit Down,Relocated,North Lanarkshire,Scotland,United Kingdom,Pinfari,1066,36.1,28.0,0.0,,,No
Cobra,Paultons Park,Steel,Sit Down,Operating,Hampshire,England,United Kingdom,Gerstlauer Amusement Rides GmbH,1476,54.2,31.1,0.0,['Chain Lift Hill'],,No
Cobra,PowerPark,Steel,Sit Down,Operating,Kauhava,Southern Ostrobothnia,Finland,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Cobra,Tivoli Friheden,Steel,Inverted,Removed,Århus,Midtjylland,Denmark,Sartori Rides,1312,68.9,40.4,3.0,"['Chain Lift Hill', 'Immelmann', 'Cobra Roll']",,No
Cobra,Conny-Land,Steel,Sit Down,Operating,Lipperswil,Thurgau,Switzerland,Pax Company,738,137.8,52.8,2.0,"['Catch Car Lift Hill', 'Loop', 'Scorpion Tail']",,No
Cobra's Curse,Busch Gardens Tampa,Steel,Sit Down,Operating,Tampa,Florida,United States,Mack Rides GmbH & Co KG,2100,70.0,40.0,0.0,"['Elevator Lift', 'Booster Wheel Lift Hill']",,No
Coca-Cola Roller,Glasgow Garden Festival,Steel,Sit Down,Relocated,Glasgow,Scotland,United Kingdom,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Coccinelle,Walibi Belgium,Steel,Sit Down,Relocated,Walloon Brabant,Wallonia,Belgium,Zierer,197,10.8,16.2,0.0,['Booster Wheel Lift Hill'],,No
Coccinelle,Walygator Sud-Ouest,Steel,Sit Down,Operating,Roquefort,Nouvelle-Aquitaine,France,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Coccinelle,Walibi Rhône-Alpes,Steel,Sit Down,Operating,Les Avenières,Auvergne-Rhône-Alpes,France,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Coleoz'Arbres,Bagatelle,Steel,Sit Down,Removed,Merlimont,Hauts-de-France,France,Schwarzkopf,1765,44.3,31.1,0.0,,,No
Colorado Adventure,Phantasialand,Steel,Sit Down,Operating,Brühl,North Rhine-Westphalia,Germany,Vekoma,4199,85.3,31.1,0.0,"['Booster Wheel Lift Hill', 'Booster Wheel Lift Hill', 'Booster Wheel Lift Hill']",,No
Colorado Express,Varde Sommerland,Steel,Sit Down,Relocated,Varde,Syddanmark,Denmark,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Colorful Six Ring Roller Coaster,Weihe Park,Steel,Sit Down,Operating,Baoji,Shaanxi,China,Zhipao,2395,109.9,49.7,5.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Triple Corkscrew']",,No
Colossos - Kampf der Giganten,Heide Park Resort,Wood,Sit Down,Operating,Soltau,Lower Saxony,Germany,Intamin Amusement Rides,4409,164.0,68.4,0.0,['Chain Lift Hill'],159.1,No
Colossus,Six Flags Magic Mountain,Wood,Sit Down,Removed,Valencia,California,United States,"International Amusement Devices, Inc.",4325,125.0,62.0,0.0,['Chain Lift Hill'],115.0,Yes
Colossus,Thorpe Park,Steel,Sit Down,Operating,Surrey,England,United Kingdom,Intamin Amusement Rides,2788,98.4,44.7,10.0,"['Chain Lift Hill', 'Loop', 'Cobra Roll', 'Double Corkscrew', 'Quad Heartline Roll', 'Heartline Roll']",,No
Colossus,Playcenter São Paulo,Steel,Sit Down,Relocated,São Paulo,São Paulo,Brazil,Schwarzkopf,2200,93.0,52.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,No
Colossus,Habtoorland,Steel,Sit Down,Relocated,Jamhour Haret El Sit,Mount Lebanon,Lebanon,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Colossus,Six Flags Qiddiya,Wood,Sit Down,Under Construction,Al Muzahimiyah,Ar Riyadh,Saudi Arabia,Great Coasters International,2828,95.1,49.7,0.0,,88.6,No
Colossus the Fire Dragon,Lagoon,Steel,Sit Down,Operating,Farmington,Utah,United States,Schwarzkopf,2296,86.9,49.1,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,No
Columbia Double Loop Coaster,Seoul Land,Steel,Sit Down,Operating,Kwachon-si,Gyeonggi-do,South Korea,"Senyo Kogyo Co., Ltd.",2913,105.0,52.8,2.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Tunnel', 'Tunnel']",,No
Comet,Hersheypark,Wood,Sit Down,Operating,Hershey,Pennsylvania,United States,"Philadelphia Toboggan Coasters, Inc.",3360,84.0,50.0,0.0,['Chain Lift Hill'],78.0,Yes
Comet,Crystal Beach,Wood,Sit Down,Relocated,Crystal Beach,Ontario,Canada,"Philadelphia Toboggan Coasters, Inc.",4197,95.0,55.0,0.0,['Chain Lift Hill'],87.0,No
Comet,Six Flags Great Escape,Wood,Sit Down,Operating,Queensbury,New York,United States,"Philadelphia Toboggan Coasters, Inc.",4197,95.0,55.0,0.0,['Chain Lift Hill'],87.0,Yes
Comet,Waldameer,Wood,Sit Down,Operating,Erie,Pennsylvania,United States,"Philadelphia Toboggan Coasters, Inc.",1300,37.0,25.0,0.0,['Chain Lift Hill'],25.0,No
Comet,Lincoln Park,Wood,Sit Down,Removed,North Dartmouth,Massachusetts,United States,National Amusement Device Company,3000,65.0,55.0,0.0,,,No
Condor,Walibi Holland,Steel,Inverted,Operating,Biddinghuizen,Flevoland,Netherlands,Vekoma,2171,101.7,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Copperhead Strike,Carowinds,Steel,Sit Down,Operating,Charlotte,North Carolina,United States,Mack Rides GmbH & Co KG,3255,82.0,50.0,5.0,"['Heartline Roll', 'LSM Launch', 'Loop', 'Corkscrew', 'LSM Launch', 'Cutback', 'Loop']",,No
Corkscrew,Cedar Point,Steel,Sit Down,Operating,Sandusky,Ohio,United States,Arrow Dynamics,2050,85.0,48.0,3.0,"['Chain Lift Hill', 'Loop', 'Double Corkscrew']",,No
Corkscrew,Valleyfair!,Steel,Sit Down,Operating,Shakopee,Minnesota,United States,Arrow Dynamics,1950,85.0,50.0,3.0,"['Chain Lift Hill', 'Loop', 'Double Corkscrew']",,No
Corkscrew,Knott's Berry Farm,Steel,Sit Down,Relocated,Buena Park,California,United States,Arrow Dynamics,1250,70.0,46.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",62.0,No
Corkscrew,Silverwood Theme Park,Steel,Sit Down,Operating,Athol,Idaho,United States,Arrow Dynamics,1250,70.0,46.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",62.0,No
Corkscrew,Michigan's Adventure,Steel,Sit Down,Operating,Muskegon,Michigan,United States,Arrow Dynamics,1250,70.0,45.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",,No
Corkscrew,Playland,Steel,Sit Down,Removed,Vancouver,British Columbia,Canada,Vekoma,2398,75.0,40.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",68.0,No
Corkscrew,Alton Towers,Steel,Sit Down,Removed,Staffordshire,England,United Kingdom,Vekoma,2398,75.0,40.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",68.0,No
Corkscrew,Flamingo Land,Steel,Sit Down,Relocated,North Yorkshire,England,United Kingdom,Vekoma,2398,75.0,40.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",68.0,No
Corkscrew,Toshimaen,Steel,Sit Down,Removed,Nerima,Tokyo,Japan,Arrow Dynamics,1256,68.9,39.2,2.0,"['Chain Lift Hill', 'Double Corkscrew']",,No
Corkscrew,Genting SkyWorlds,Steel,Sit Down,Removed,Genting Highlands,Pahang,Malaysia,Vekoma,2398,75.0,40.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",68.0,No
Corkscrew,Rusutsu Resort,Steel,Sit Down,Operating,Shiribeshi,Hokkaido,Japan,Arrow Dynamics,1254,69.9,39.1,2.0,"['Chain Lift Hill', 'Double Corkscrew']",,No
Corkscrew,Magic Land,Steel,Sit Down,Relocated,Chatuchak,Bangkok,Thailand,Vekoma,1148,64.0,37.3,2.0,"['Chain Lift Hill', 'Corkscrew', 'Corkscrew']",,No
Corkscrew,Spanish City Amusement Park,Steel,Sit Down,Relocated,Tyne and Wear,England,United Kingdom,Vekoma,2398,75.0,40.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",68.0,No
Corkscrew,Ital Park,Steel,Sit Down,Relocated,Buenos Aires,Buenos Aires,Argentina,Vekoma,2398,75.0,40.0,2.0,"['Chain Lift Hill', 'Double Corkscrew']",68.0,No
Corkscrew,Yatsu Yuenchi,Steel,Sit Down,Relocated,Narashino,Chiba,Japan,Arrow Dynamics,1254,69.9,39.1,2.0,"['Chain Lift Hill', 'Double Corkscrew']",,No
Cornball Express,Indiana Beach,Wood,Sit Down,Operating,Monticello,Indiana,United States,"Custom Coasters International, Inc.",2100,55.0,45.0,0.0,,,Yes
"Correcaminos Bip, Bip",Parque Warner Madrid,Steel,Sit Down,Operating,Madrid,Community of Madrid,Spain,Mack Rides GmbH & Co KG,1574,52.5,37.3,0.0,['Booster Wheel Lift Hill'],,No
Corsair Coaster,Sokolniki Park,Steel,Sit Down,Operating,Moscow City,Moscow City,Russia,Zamperla,574,29.5,18.6,0.0,['Chain Lift Hill'],,No
Corsaire,Cobac Parc,Steel,Sit Down,Operating,Lanhélin,Brittany,France,Soquet,984,32.8,24.9,0.0,,32.2,No
Cortina Bob,Wiener Prater,Steel,Sit Down,Relocated,Vienna,Vienna,Austria,Schwarzkopf,1765,44.3,31.1,0.0,['Chain Lift Hill'],,No
Cosmic Express,Kezouji Park,Steel,Sit Down,Operating,Isesaki,Gunma,Japan,"Senyo Kogyo Co., Ltd.",2887,98.4,46.6,0.0,,,No
Cosmic Express,Yokohama Exotic Showcase '89,Steel,Sit Down,Relocated,Yokohama,Kanagawa,Japan,"Senyo Kogyo Co., Ltd.",2887,98.4,46.6,0.0,,,No
Crazy Bats,Phantasialand,Steel,Sit Down,Operating,Brühl,North Rhine-Westphalia,Germany,Vekoma,3855,38.4,28.9,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'Chain Lift Hill']",,No
Crazy Cab Coaster,Trans Studio Mini,Steel,Sit Down,Operating,Balikpapan,East Kalimantan,Indonesia,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Crazy Car,Happy Valley,Steel,Sit Down,Operating,Wuhan,Hubei,China,Maurer Rides GmbH,1036,49.3,43.5,2.0,"['LSM Launch', 'Immelmann', 'Heartline Roll', 'Over-Banked Curve']",,No
Crazy Coaster,Loca Joy Holiday Theme Park,Steel,Sit Down,Operating,Yongchuan,Chongqing,China,Intamin Amusement Rides,2870,108.3,52.8,10.0,"['Cable Lift Hill', 'Loop', 'Cobra Roll', 'Double Corkscrew', 'Quad Heartline Roll', 'Heartline Roll']",,No
Crazy Cobra,Discoveryland,Steel,Sit Down,Operating,Dalian,Liaoning,China,Premier Rides,2705,78.8,60.0,4.0,"['LIM Launch', 'Cobra Roll', 'Sidewinder', 'Corkscrew']",,No
Crazy Flying Mouse,Weidu Water World,Steel,Sit Down,Operating,Datong,Shanxi,China,Guohui Machinery,0,26.2,23.6,0.0,,,No
Crazy Mine,Hansa-Park,Steel,Sit Down,Operating,Sierksdorf,Schleswig-Holstein,Germany,Maurer Rides GmbH,1213,49.3,28.0,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Dinosaur Beach,Steel,Sit Down,Relocated,Wildwood,New Jersey,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Steel Pier,Steel,Sit Down,Removed,Atlantic City,New Jersey,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Myrtle Beach Grand Prix,Steel,Sit Down,Relocated,North Myrtle Beach,South Carolina,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Motor World,Steel,Sit Down,Removed,Virginia Beach,Virginia,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Brighton Palace Pier,Steel,Sit Down,Operating,East Sussex,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,South Pier,Steel,Sit Down,Removed,Lancashire,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Hirakata Park,Steel,Sit Down,Operating,Hirakata,Osaka,Japan,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Pareo Park,Steel,Sit Down,SBNO,Licola,Campania,Italy,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Brean Theme Park,Steel,Sit Down,Relocated,Somerset,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Tobu Zoo Park,Steel,Sit Down,Removed,Saitama,Saitama,Japan,Togo,1233,41.0,31.1,1.0,"['Chain Lift Hill', 'Loop', 'Chain Lift Hill', 'Block Brake']",,No
Crazy Mouse,Allou Fun Park,Steel,Sit Down,Removed,Athens,Attica,Greece,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy Mouse,DelGrosso's Amusement Park,Steel,Sit Down,Operating,Tipton,Pennsylvania,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Niagara Amusement Park & Splash World,Steel,Sit Down,Relocated,Grand Island,New York,United States,Zamperla,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Wild West World,Steel,Sit Down,Relocated,Valley Center,Kansas,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Crazy Mouse,Brean Theme Park,Steel,Sit Down,Relocated,Somerset,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Kitami Family Land,Steel,Sit Down,Operating,Abashiri,Hokkaido,Japan,Togo,1233,41.0,31.1,1.0,['Loop'],,No
Crazy Mouse,Zhongshan Park,Steel,Sit Down,Removed,Foshan,Guangdong,China,"Zhongshan Playground Equipment Engineering Co., Ltd.",0,24.8,24.9,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Dreamland,Steel,Sit Down,Relocated,Kent,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Tropic Falls Theme Park,Steel,Sit Down,Operating,Foley,Alabama,United States,Zamperla,1036,36.1,29.2,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Xinghua Park,Steel,Sit Down,Operating,Hefei,Anhui,China,"Baoding Hengrui Youle Juxie Co., Ltd",0,26.2,18.0,0.0,,,No
Crazy Mouse,Funland Theme Park,Steel,Sit Down,Removed,Somerset,England,United Kingdom,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Boomers,Steel,Sit Down,Removed,City of Industry,California,United States,Zamperla,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy Mouse,Curry's Fun Park Portrush,Steel,Sit Down,Under Construction,Antrim,Northern Ireland,United Kingdom,Reverchon,1378,42.7,29.1,0.0,['Chain Lift Hill'],,No
Crazy of Tornado,Penglai Euro Park,Steel,Inverted,Operating,Yantai,Shandong,China,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd.",2585,105.0,46.6,4.0,"['Chain Lift Hill', 'Loop', 'Sidewinder', 'Double In-Line Twist']",,No
Crazy Skateboard,Beijing Shijingshan Amusement Park,Steel,Sit Down,Operating,Shijingshan,Beijing,China,"Beijing Jiuhua Amusement Rides Manufacturing Co., Ltd.",944,41.8,21.8,0.0,['Chain Lift Hill'],,No
Crazy Spinning Coaster,Xinghai Park,Steel,Sit Down,Operating,Dalian,Liaoning,China,Beijing Shibaolai Amusement Equipment,0,44.3,32.9,0.0,['Chain Lift Hill'],,No
Crazy Taxi Coaster,Kid City,Steel,Sit Down,Operating,South Jakarta,Jakarta,Indonesia,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Crazy Taxi Coaster,Trans Studio Mini,Steel,Sit Down,Relocated,Surabaya,East Java,Indonesia,Zierer,728,29.0,24.2,0.0,['Booster Wheel Lift Hill'],,No
Crazy Taxi India,Trans Studio Mini,Steel,Sit Down,Operating,Jember,East Java,Indonesia,Vekoma,810,42.7,27.7,0.0,['Booster Wheel Lift Hill'],,No
Crazy Taxi India,Trans Studio Mini,Steel,Sit Down,Operating,Pekalongan,Central Java,Indonesia,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Crazy Train,Codona's Amusement Park,Steel,Sit Down,Relocated,Aberdeen,Scotland,United Kingdom,Pinfari,764,30.2,24.6,0.0,['Chain Lift Hill'],,No
Crazy Train,Gulliver's Warrington,Steel,Sit Down,Relocated,Cheshire ,England,United Kingdom,Pinfari,764,30.2,24.6,0.0,['Chain Lift Hill'],,No
Creepy Crawler,Oakwood Theme Park,Steel,Sit Down,Operating,Pembrokeshire,Wales,United Kingdom,Pinfari,1066,36.1,28.0,0.0,,,No
Crossbow,Bowcraft Playland,Steel,Sit Down,Relocated,Scotch Plains,New Jersey,United States,Zierer,1260,55.0,40.0,0.0,"['Chain Lift Hill', 'Helix', 'Helix', 'Helix']",,No
Crouching Tiger Hidden Dragon,Yanji Dinosaur Kingdom,Steel,Sit Down,Operating,Yanbian,Jilin,China,Jinma Rides,2854,191.3,63.4,1.0,"['Chain Lift Hill', 'Sidewinder']",161.7,No
Crystal Wing,Happy Valley,Steel,Flying,Operating,Chaoyang,Beijing,China,Bolliger & Mabillard,2798,106.0,51.0,2.0,"['Chain Lift Hill', 'Pretzel Loop', 'Horseshoe', 'In-Line Twist']",100.0,No
Cú Chulainn,Emerald Park,Wood,Sit Down,Operating,Ashbourne,Meath,Ireland,Gravitykraft Corporation,3590,105.0,56.0,0.0,"['Chain Lift Hill', 'Tunnel', 'Over-Banked Curve', 'Tunnel']",105.8,No
Cycle Coaster,Japan Cycle Sports Center,Steel,Sit Down,Operating,Izu,Shizuoka,Japan,"Senyo Kogyo Co., Ltd.",918,52.5,30.5,0.0,,,No
Cyclone,Six Flags New England,Wood,Sit Down,Removed,Agawam,Massachusetts,United States,,3600,112.0,45.0,0.0,['Chain Lift Hill'],,No
Cyclone,Luna Park,Wood,Sit Down,Operating,Brooklyn,New York,United States,,2850,75.0,60.0,0.0,,,Yes
Cyclone,Southport Pleasureland,Wood,Sit Down,Removed,Merseyside,England,United Kingdom,,2500,60.0,42.0,0.0,,,No
Cyclone,Toshimaen,Steel,Sit Down,Removed,Nerima,Tokyo,Japan,Togo,2696,59.1,40.7,0.0,"['Chain Lift Hill', 'Tunnel']",,No
Cyclone,Revere Beach,Wood,Sit Down,Removed,Revere,Massachusetts,United States,Traver Engineering Company,3600,100.0,45.0,0.0,,,No
Cyclone,Fantasy Forest at the Flushing Meadows Carousel,Wood,Sit Down,Relocated,Flushing,New York,United States,,2600,70.0,40.0,0.0,['Chain Lift Hill'],,No
Cyclone,City Park of Culture and Rest,Steel,Sit Down,Operating,Tyumen,Tyumen,Russia,SBF Visa Group,1099,39.3,34.2,0.0,,,No
Cyclone Racer,Queens Park,Wood,Sit Down,Removed,Long Beach,California,United States,,3750,85.0,50.0,0.0,,,No
Cyclops,Mt. Olympus Water & Theme Park,Wood,Sit Down,Operating,Wisconsin Dells,Wisconsin,United States,"Custom Coasters International, Inc.",1900,70.0,58.0,0.0,['Chain Lift Hill'],75.0,No
Dæmonen,Tivoli Gardens,Steel,Sit Down,Operating,Copenhagen,Hovedstaden,Denmark,Bolliger & Mabillard,1850,91.9,48.0,3.0,"['Chain Lift Hill', 'Loop', 'Immelmann', 'Zero-G Roll']",65.6,No
Dahlonega Mine Train,Six Flags Over Georgia,Steel,Sit Down,Operating,Austell,Georgia,United States,Arrow Dynamics,2327,37.0,29.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'Chain Lift Hill', 'Tunnel']",,No
Daidarasaurus,Expoland,Steel,Sit Down,Removed,Suita,Osaka,Japan,Sansei Technologies,7677,93.5,45.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Dangai,Thrill Valley,Steel,Stand Up,Removed,Gotemba,Shizuoka,Japan,Togo,2624,98.4,49.7,1.0,"['Chain Lift Hill', 'Loop']",,No
Dania Beach Hurricane,Boomers!,Wood,Sit Down,Removed,Dania,Florida,United States,"Coaster Works, Inc.",3200,100.0,50.0,0.0,,,No
Dare Devil Dive,Six Flags Over Georgia,Steel,Sit Down,Operating,Austell,Georgia,United States,Gerstlauer Amusement Rides GmbH,2099,95.0,52.0,3.0,"['Vertical Chain Lift Hill', 'Dive Loop', 'Immelmann', 'Block Brake', 'Heartline Roll']",,No
Dark Ride,E-DA Theme Park,Steel,Sit Down,Operating,Dashu Township,Kaohsiung,Taiwan,Vekoma,1240,49.3,28.0,0.0,['Booster Wheel Lift Hill'],,No
Das Große LEGO Rennen,Legoland Deutschland,Steel,Sit Down,Operating,Günzburg,Bavaria,Germany,Mack Rides GmbH & Co KG,1312,51.8,35.0,0.0,['Chain Lift Hill'],49.8,No
Red,Happy Valley,Wood,Sit Down,Operating,Wuhan,Hubei,China,Martin & Vleminckx,3651,105.0,54.1,0.0,"['Chain Lift Hill', 'High Five']",101.8,No
Dawson Duel,Bellewaerde Park,Steel,Sit Down,Operating,West Flanders,Flemish Region,Belgium,Wiegand,1607,82.0,24.9,0.0,,,No
DC Rivals HyperCoaster,Warner Bros. Movie World,Steel,Sit Down,Operating,Gold Coast,Queensland,Australia,Mack Rides GmbH & Co KG,4593,202.0,71.5,0.0,"['Chain Lift Hill', 'Non Inverting Loop']",,No
Death Rail,Al Zawraa Land,Steel,Inverted,Operating,Baghdad,Baghdad,Iraq,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Decepticoaster,Universal Studios Beijing,Steel,Sit Down,Operating,Tongzhou,Beijing,China,Bolliger & Mabillard,4150,121.7,63.8,7.0,"['Tire Propelled Launch', 'Zero-G Roll', 'Cobra Roll', 'Loop', 'Corkscrew', 'Loop', 'Block Brake', 'Corkscrew']",,No
Deep Space,Imagicaa,Steel,Sit Down,Operating,Khopoli,Maharashtra,India,Premier Rides,1574,52.5,44.7,2.0,"['Dark/Show Section', 'LSM Launch', 'Zero-G Roll', 'Over-Banked Curve', 'Corkscrew', 'Helix']",,No
Defiance,Glenwood Caverns Adventure Park,Steel,Sit Down,Operating,Glenwood Springs,Colorado,United States,Gerstlauer Amusement Rides GmbH,0,75.0,56.0,2.0,"['Vertical Chain Lift Hill', 'Banana Roll', 'In-Line Twist']",110.0,No
Déjà Vu,Six Flags Great America,Steel,Inverted,Relocated,Gurnee,Illinois,United States,Vekoma,1204,177.2,61.5,3.0,"['Catch Car Vertical Lift', 'Cobra Roll', 'Loop', 'Catch Car Vertical Lift']",,No
Déjà Vu,Six Flags Magic Mountain,Steel,Inverted,Relocated,Valencia,California,United States,Vekoma,1204,177.2,61.5,3.0,"['Catch Car Vertical Lift', 'Cobra Roll', 'Loop', 'Catch Car Vertical Lift']",,No
Déjà Vu,Six Flags Over Georgia,Steel,Inverted,Relocated,Austell,Georgia,United States,Vekoma,1204,177.2,61.5,3.0,"['Catch Car Vertical Lift', 'Cobra Roll', 'Loop', 'Catch Car Vertical Lift']",,No
Delfinexpressen,Kolmården,Steel,Sit Down,Operating,Norrköping,Östergötland,Sweden,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Delphis,Festivalgate,Steel,Sit Down,Removed,Osaka,Osaka,Japan,"Senyo Kogyo Co., Ltd.",2296,147.7,62.1,0.0,"['Chain Lift Hill', 'Tunnel', 'Tunnel']",98.4,No
Demon,Six Flags Great America,Steel,Sit Down,Operating,Gurnee,Illinois,United States,Arrow Dynamics,2130,103.7,50.0,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",90.0,No
Demon,California's Great America,Steel,Sit Down,Operating,Santa Clara,California,United States,Arrow Dynamics,2130,102.0,50.0,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",90.0,No
Demon,Kings Island,Steel,Sit Down,Relocated,Mason,Ohio,United States,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
Demon,Wonderland Sydney,Steel,Sit Down,Relocated,Eastern Creek,New South Wales,Australia,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Den aller minste,TusenFryd,Steel,Sit Down,Operating,Vinterbro,Akershus,Norway,SBF Visa Group,85,8.2,3.7,0.0,['Booster Wheel Lift Hill'],,No
Desafío,Parque de la Costa,Steel,Inverted,Operating,Tigre,Buenos Aires,Argentina,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Descente en Schlitt',Nigloland,Steel,Sit Down,Operating,Dolancourt,Grand Est,France,Mack Rides GmbH & Co KG,1213,45.9,28.0,0.0,['Chain Lift Hill'],,No
Desert Race,Heide Park Resort,Steel,Sit Down,Operating,Soltau,Lower Saxony,Germany,Intamin Amusement Rides,2132,62.3,63.4,0.0,['Hydraulic Launch'],,No
Desmo Race,Mirabilandia,Steel,Sit Down,Operating,Savio,Emilia-Romagna,Italy,Maurer Rides GmbH,1722,72.2,49.7,0.0,,,No
Desperado,Buffalo Bill's Resort & Casino,Steel,Sit Down,SBNO,Primm,Nevada,United States,Arrow Dynamics,5843,209.0,80.0,0.0,,225.0,No
Déval'Train,Parc des Combes,Steel,Sit Down,Operating,Creusot,Bourgogne-Franche-Comté,France,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Devil's Loop,Legendia Śląskie Wesołe Miasteczko,Steel,Sit Down,Operating,Chorzów,Śląskie,Poland,Soquet,0,65.6,43.5,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,No
Devil's Mine,Fort Fun Abenteuerland,Steel,Sit Down,Operating,Wasserfall,North Rhine-Westphalia,Germany,Vekoma,1345,64.0,24.9,0.0,['Booster Wheel Lift Hill'],,No
Diabolik,Movieland Park,Steel,Inverted,Operating,Lago di Garda,Veneto,Italy,Vekoma,1013,131.3,50.0,3.0,"['Chain Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Diamond Back,Frontier City,Steel,Sit Down,Operating,Oklahoma City,Oklahoma,United States,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
Diamondback,Kings Island,Steel,Sit Down,Operating,Mason,Ohio,United States,Bolliger & Mabillard,5282,230.0,80.0,0.0,"['Chain Lift Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Hill', 'Splash Effect']",215.0,Yes
Diamond Devil Run,Ratanga Junction,Steel,Sit Down,Relocated,Cape Town,Western Cape,South Africa,Vekoma,2575,45.9,30.1,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
