Name,Park,Type,Design,Status,City,Region,Country,Make,Length (ft),Height (ft),Speed (mph),Inversions,Elements,Drop (ft),Rank
Phaethon,Gyeongju World,Steel,Inverted,Operating,Gyeongju,Gyeongsangbuk-do,South Korea,Bolliger & Mabillard,3280,147.7,55.9,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Corkscrew', 'Corkscrew']",,No
Phantom's Revenge,Kennywood,Steel,Sit Down,Operating,West Mifflin,Pennsylvania,United States,Arrow Dynamics,3200,160.0,85.0,0.0,['Chain Lift Hill'],228.0,No
Phobia Phear Coaster,Lake Compounce,Steel,Sit Down,Operating,Bristol,Connecticut,United States,Premier Rides,863,150.0,62.0,1.0,"['LSM Launch (multi-pass)', 'In-Line Twist', 'Non Inverting Loop']",,No
Phoenix,Knoebels Amusement Resort,Wood,Sit Down,Operating,Elysburg,Pennsylvania,United States,"Philadelphia Toboggan Coasters, Inc.",3200,78.0,45.0,0.0,"['Tunnel', 'Chain Lift Hill']",72.0,Yes
Phoenix,Adventureland,Steel,Sit Down,Operating,Altoona,Iowa,United States,Maurer Rides GmbH,1410,50.9,37.3,0.0,,,No
Phoenix,Deno's Wonder Wheel Amusement Park,Steel,Suspended,Operating,Brooklyn,New York,United States,Vekoma,1220,68.0,34.0,0.0,,,No
Phoenix Adventure,Daborabbit Theme Park,Steel,Sit Down,Operating,Nanning,Guangxi,China,Jinma Rides,1804,80.4,37.3,0.0,"['Chain Lift Hill', 'Vertical Drop Track']",,No
Pierre de Tonnerre,Parc du Petit Prince,Steel,Sit Down,Operating,Ungersheim,Grand Est,France,Reverchon,711,23.0,18.6,0.0,['Chain Lift Hill'],,No
Pierrot Coaster,Marina Circus,Steel,Sit Down,Operating,Hiroshima,Hiroshima,Japan,"Hoei Sangyo Co., Ltd.",487,27.9,18.6,0.0,['Chain Lift Hill'],,No
Pikajuna,Linnanmäki,Steel,Sit Down,Operating,Helsinki,Uusimaa,Finland,Mack Rides GmbH & Co KG,961,23.0,23.0,0.0,,,No
Pinestar,Porto Europa,Steel,Sit Down,Operating,Arida,Wakayama,Japan,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Pine Tree Rocket,Fantawild Wonderland,Steel,Sit Down,Operating,Xuzhou,Jiangsu,China,Vekoma,833,38.4,28.6,0.0,['Booster Wheel Lift Hill'],,No
Pipeline the Surf Coaster,SeaWorld Orlando,Steel,Stand Up,Operating,Orlando,Florida,United States,Bolliger & Mabillard,2950,110.0,60.0,1.0,"['LSM Launch', 'Over-Banked Curve', 'Corkscrew', 'Horseshoe', 'Helix', 'Helix']",,No
Piraten,Djurs Sommerland,Steel,Sit Down,Operating,Nimtofte,Midtjylland,Denmark,Intamin Amusement Rides,2477,101.7,52.8,0.0,['Cable Lift Hill'],98.4,Yes
Pirates' Blast,Lagunasia,Steel,Sit Down,Operating,Gamagori,Aichi,Japan,"Senyo Kogyo Co., Ltd.",1568,39.3,26.7,0.0,,,No
Pirate's Coaster,Parc du Bocasse,Steel,Sit Down,Operating,Bocasse,Normandy,France,Preston & Barbieri,176,10.8,12.3,0.0,['Booster Wheel Lift Hill'],,No
Pitts Special,PowerPark,Steel,Sit Down,Operating,Kauhava,Southern Ostrobothnia,Finland,Gerstlauer Amusement Rides GmbH,2273,142.7,62.1,0.0,['Vertical Chain Lift Hill'],,No
Polar Explorer,Chimelong Ocean Kingdom,Steel,Sit Down,Operating,Zhuhai,Guangdong,China,Mack Rides GmbH & Co KG,2919,73.1,43.5,0.0,"['Chain Lift Hill', 'Splash Down']",,No
Polar X-plorer,Legoland Billund,Steel,Sit Down,Operating,Billund,Syddanmark,Denmark,Zierer,1633,62.3,40.4,0.0,"['Chain Lift Hill', 'Vertical Drop Track']",,No
Poltergeist,Six Flags Fiesta Texas,Steel,Sit Down,Operating,San Antonio,Texas,United States,Premier Rides,2705,78.8,60.0,4.0,"['LIM Launch', 'Cobra Roll', 'Sidewinder', 'Corkscrew']",,No
Pomme,Parc Saint Paul,Steel,Sit Down,Operating,Saint-Paul,Hauts-de-France,France,DAL Amusement Rides Company,524,14.8,12.4,0.0,['Booster Wheel Lift Hill'],,No
Pony Express,Knott's Berry Farm,Steel,Sit Down,Operating,Buena Park,California,United States,Zamperla,1250,44.3,38.0,0.0,['Flywheel Launch'],,No
Poseidon,Europa Park,Steel,Sit Down,Operating,Rust,Baden-Württemberg,Germany,Mack Rides GmbH & Co KG,2742,75.5,43.5,0.0,"['Water Channel', 'Chain Lift Hill', 'Splash Down', 'Water Channel', 'Chain Lift Hill', 'Splash Down', 'Water Channel']",,No
Possessed,Dorney Park & Wildwater Kingdom,Steel,Inverted,Operating,Allentown,Pennsylvania,United States,Intamin Amusement Rides,629,185.0,70.0,0.0,"['LIM Launch (multi-pass)', 'Twisted Vertical Rollback', 'Vertical Rollback']",,No
Potts Blitz,Potts Park,Steel,Sit Down,Operating,Minden,North Rhine-Westphalia,Germany,Zierer,728,29.5,24.2,0.0,['Booster Wheel Lift Hill'],,No
Powder Keg: A Blast in the Wilderness,Silver Dollar City,Steel,Sit Down,Operating,Branson,Missouri,United States,Premier Rides,3506,98.0,64.0,0.0,"['Compressed Air Launch', 'Chain Lift Hill']",110.0,No
Power Splash,Happy Valley,Steel,Sit Down,Operating,Shenzhen,Guangdong,China,Mack Rides GmbH & Co KG,711,147.6,62.8,0.0,"['LSM Launch (multi-pass)', 'Vertical Rollback', 'Vertical Rollback', 'Splash Track']",,No
Prairie Screamer,Prairie Playland,Steel,Sit Down,Operating,Grand Prairie,Texas,United States,E&F Miler Industries,2600,90.0,50.0,0.0,['Chain Lift Hill'],80.0,No
Predator,Six Flags Darien Lake,Wood,Sit Down,Operating,Darien Center,New York,United States,Dinn Corporation,3400,95.0,50.0,0.0,['Chain Lift Hill'],,No
Predator,IMG Worlds of Adventure,Steel,Sit Down,Operating,Dubai,Dubai,United Arab Emirates,Gerstlauer Amusement Rides GmbH,1184,72.2,43.5,3.0,"['Vertical Chain Lift Hill', 'Loop', 'Cutback', 'Heartline Roll']",,No
Primeval Whirl,Walt Disney World - Disney's Animal Kingdom,Steel,Sit Down,Removed,Lake Buena Vista,Florida,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Primeval Whirl,Walt Disney World - Disney's Animal Kingdom,Steel,Sit Down,Removed,Lake Buena Vista,Florida,United States,Reverchon,1377,42.7,29.1,0.0,,,No
Primordial,Lagoon,Steel,Sit Down,Operating,Farmington,Utah,United States,ART Engineering GmbH,1984,85.3,40.4,0.0,"['Chain Lift Hill', 'Helix', 'Dark/Show Section', 'Dark/Show Section', 'Dark/Show Section', 'Vertical Drop Track', 'Slide Drop']",,No
Project Zero,Gumbuya World,Steel,Sit Down,Operating,Tynong ,Victoria,Australia,Maurer Rides GmbH,492,151.6,65.3,2.0,"['Vertical Chain Lift Hill', 'Sky Loop']",,No
Prowler,Worlds of Fun,Wood,Sit Down,Operating,Kansas City,Missouri,United States,Great Coasters International,3074,102.3,51.2,0.0,['Chain Lift Hill'],84.9,Yes
Psyclone,Six Flags Magic Mountain,Wood,Sit Down,Removed,Valencia,California,United States,Dinn Corporation,0,95.0,50.0,0.0,['Chain Lift Hill'],,No
Psyké Underground,Walibi Belgium,Steel,Sit Down,Operating,Walloon Brabant,Wallonia,Belgium,Schwarzkopf,722,137.8,53.0,1.0,"['LIM Launch', 'Loop']",,No
Puff the Little Fire Dragon,Lagoon,Steel,Sit Down,Operating,Farmington,Utah,United States,Zierer,197,10.8,16.2,0.0,['Booster Wheel Lift Hill'],,No
Pulsar,Walibi Belgium,Steel,Sit Down,Operating,Walloon Brabant,Wallonia,Belgium,Mack Rides GmbH & Co KG,711,147.7,62.8,0.0,"['LSM Launch (multi-pass)', 'Vertical Rollback', 'Vertical Rollback', 'Splash Track']",,No
Pusing Lagi,Jerudong Park Playground,Steel,Inverted,Relocated,Bandar Seri Begawan,Brunei and Muara,Brunei,Vekoma,2582,101.7,44.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Puss In Boots’ Giant Journey,Universal Studios Singapore,Steel,Inverted,Operating,Sentosa,Sentosa,Singapore,Zamperla,1404,56.8,24.9,0.0,['Spiral Lift'],,No
Pyrenees,Parque Espana-Shima Spain Village,Steel,Inverted,Operating,Shima,Mie,Japan,Bolliger & Mabillard,4048,147.7,62.1,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Loop', 'Cobra Roll', 'Block Brake', 'Corkscrew']",,No
Python,Busch Gardens Tampa,Steel,Sit Down,Removed,Tampa,Florida,United States,Arrow Dynamics,1200,72.0,40.0,2.0,['Double Corkscrew'],,No
Python,Six Flags America,Steel,Sit Down,Removed,Upper Marlboro,Maryland,United States,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
Python,Efteling,Steel,Sit Down,Operating,Kaatsheuvel,North Brabant,Netherlands,Vekoma,2460,95.0,46.6,4.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Double Corkscrew']",,No
Python,Gulliver's Milton Keynes,Steel,Sit Down,Relocated,Buckinghamshire,England,United Kingdom,Pinfari,764,30.2,24.6,0.0,,,No
Python Panique,Granby Zoo,Steel,Sit Down,Operating,Granby,Québec,Canada,L&T Systems,820,36.1,30.0,0.0,['Chain Lift Hill'],,No
Python Pit,Jeepers,Steel,Sit Down,Relocated,Auburn Hills,Michigan,United States,E&F Miler Industries,300,13.0,10.0,0.0,['Chain Lift Hill'],,No
Python Pit,Jeepers,Steel,Sit Down,Relocated,Sterling Heights,Michigan,United States,E&F Miler Industries,300,13.0,10.0,0.0,['Chain Lift Hill'],,No
Quantum Leap,Sochi Park,Steel,Inverted,Operating,Sochi,Krasnodar,Russia,Vekoma,1204,177.2,61.5,3.0,"['Catch Car Vertical Lift', 'Cobra Roll', 'Loop', 'Catch Car Vertical Lift']",,No
Quantum Loop,Seabreeze,Steel,Sit Down,Relocated,Rochester,New York,United States,Soquet,2822,59.1,56.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop']",,No
Queen Bee,Center Norte,Steel,Inverted,Removed,Buenos Aires,Buenos Aires,Argentina,Pinfari,410,22.7,13.4,0.0,,,No
Queen Bee,Botton's Pleasure Beach,Steel,Inverted,Operating,Lincolnshire,England,United Kingdom,Pinfari,410,22.7,13.4,0.0,['Chain Lift Hill'],,No
Queen Cobra,Asia Park,Steel,Inverted,Operating,Hải Châu,Đà Nẵng,Vietnam,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Quicksilver Express,Gilroy Gardens Family Theme Park,Steel,Sit Down,Operating,Gilroy,California,United States,"D.H. Morgan Manufacturing, Inc.",2139,38.0,32.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'Tunnel', 'Tunnel']",,No
Quimera,Aztlán Parque Urbano,Steel,Sit Down,Relocated,Mexico City,Mexico City,Mexico,Schwarzkopf,3379,108.3,53.4,3.0,"['Booster Wheel Lift Hill', 'Loop', 'Loop', 'Loop']",100.9,No
Rabalder,Liseberg,Steel,Sit Down,Operating,Gothenburg,Västra Götaland,Sweden,Zierer,728,29.5,24.2,0.0,['Booster Wheel Lift Hill'],,No
Race of the Future,Dream Island,Steel,Sit Down,Operating,Moscow City,Moscow City,Russia,Fabbri,0,36.1,9.3,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",,No
Red,Kings Island,Wood,Sit Down,Operating,Mason,Ohio,United States,"Philadelphia Toboggan Coasters, Inc.",3415,88.0,53.0,0.0,['Chain Lift Hill'],,No
Racer,Kennywood,Wood,Sit Down,Operating,West Mifflin,Pennsylvania,United States,,4500,72.5,40.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill']",50.0,Yes
South,Kings Dominion,Wood,Sit Down,Operating,Doswell,Virginia,United States,"Philadelphia Toboggan Coasters, Inc.",3368,85.0,56.0,0.0,"['Chain Lift Hill', 'Tunnel']",,No
Racing Coaster,Trans Studio Bandung,Steel,Sit Down,Operating,Bandung,West Java,Indonesia,Premier Rides,902,164.1,62.1,1.0,"['LSM Launch', 'Top Hat - Inside', 'Vertical Rollback']",,No
Rage,Adventure Island,Steel,Sit Down,Operating,Essex,England,United Kingdom,Gerstlauer Amusement Rides GmbH,1184,72.2,43.5,3.0,"['Vertical Chain Lift Hill', 'Loop', 'Cutback', 'Heartline Roll']",,No
Ragin' Cajun,Pontchartrain Beach,Steel,Sit Down,Relocated,New Orleans,Louisiana,United States,Arrow Dynamics,1565,85.0,40.0,3.0,"['Chain Lift Hill', 'Loop', 'Double Corkscrew']",65.0,No
Ragin' Cajun,Dixie Landin',Steel,Sit Down,SBNO,Baton Rouge,Louisiana,United States,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Ragin' Cajun,Six Flags Great America,Steel,Sit Down,Relocated,Gurnee,Illinois,United States,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Ragin' Cajun,Six Flags America,Steel,Sit Down,Operating,Upper Marlboro,Maryland,United States,Reverchon,1377,42.7,29.1,0.0,['Chain Lift Hill'],,No
Raging Bull,Six Flags Great America,Steel,Sit Down,Operating,Gurnee,Illinois,United States,Bolliger & Mabillard,5057,202.0,73.0,0.0,"['Chain Lift Hill', 'Block Brake']",208.0,Yes
Raging Wolf Bobs,Geauga Lake & Wildwater Kingdom,Wood,Sit Down,Removed,Aurora,Ohio,United States,Dinn Corporation,0,80.0,50.0,0.0,['Chain Lift Hill'],,No
Ragondingue,Bagatelle,Steel,Sit Down,Relocated,Merlimont,Hauts-de-France,France,Reverchon,1377,42.7,29.1,0.0,,,No
Raik,Phantasialand,Steel,Sit Down,Operating,Brühl,North Rhine-Westphalia,Germany,Vekoma,685,82.0,38.5,0.0,['Booster Wheel Lift Hill'],,No
RailBlazer,California's Great America,Steel,Sit Down,Operating,Santa Clara,California,United States,Rocky Mountain Construction,1800,106.0,52.0,3.0,"['Chain Lift Hill', 'Tunnel', 'Dive Loop', 'Cutback', 'Corkscrew', 'Over-Banked Curve']",,No
Rainier Rush,Washington State Fair,Steel,Sit Down,Removed,Puyallup,Washington,United States,Top Fun,1775,63.0,45.0,1.0,"['Chain Lift Hill', 'Inclined Loop']",,No
Rakevet Harim,My Baby Kid's Airport,Steel,Sit Down,Operating,Yarkah,Northern,Israel,I.E. Park,410,19.0,21.8,0.0,['Booster Wheel Lift Hill'],,No
Rampage,Alabama Adventure & Splash Adventure,Wood,Sit Down,Operating,Bessemer,Alabama,United States,"Custom Coasters International, Inc.",3500,120.0,56.0,0.0,,102.0,No
Rampage,Big Sheep,Steel,Sit Down,Operating,Devon,England,United Kingdom,Zierer,1194,48.3,26.8,0.0,"['Booster Wheel Lift Hill', 'Booster Wheel Lift Hill']",,No
Raptor,Cedar Point,Steel,Inverted,Operating,Sandusky,Ohio,United States,Bolliger & Mabillard,3790,137.0,57.0,6.0,"['Chain Lift Hill', 'Loop', 'Zero-G Roll', 'Cobra Roll', 'Block Brake', 'Corkscrew', 'Corkscrew']",119.0,Yes
Raptor,Fantasilandia,Steel,Inverted,Operating,Santiago,Santiago,Chile,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Raptor,Gardaland,Steel,Wing,Operating,Castelnuovo del Garda,Veneto,Italy,Bolliger & Mabillard,2526,108.3,55.9,3.0,"['Chain Lift Hill', 'Corkscrew', 'Zero-G Roll', 'In-Line Twist']",,No
Rasender Tausendfüßler,Erlebnispark Tripsdrill,Steel,Sit Down,Operating,Cleebronn,Baden-Württemberg,Germany,Zierer,1181,26.3,22.4,0.0,['Booster Wheel Lift Hill'],,No
Rat,Loudoun Castle,Steel,Sit Down,Relocated,East Ayrshire,Scotland,United Kingdom,Maurer Rides GmbH,1213,49.3,28.0,0.0,['Chain Lift Hill'],,No
Ratón Feliz,Xetulul,Steel,Sit Down,Operating,San Martín Zapotitlán,Retalhuleu,Guatemala,Zamperla,708,21.3,18.0,0.0,['Booster Wheel Lift Hill'],,No
Ratón Loco,Aztlán Parque Urbano,Steel,Sit Down,Relocated,Mexico City,Mexico City,Mexico,Reverchon,1377,42.7,29.1,0.0,,,No
Rattenmühle,Familypark,Steel,Sit Down,Operating,St. Margarethen,Burgenland,Austria,Gerstlauer Amusement Rides GmbH,1410,62.3,31.1,0.0,['Chain Lift Hill'],,No
Rattler,Six Flags Fiesta Texas,Wood,Sit Down,Removed,San Antonio,Texas,United States,Roller Coaster Corporation of America,5080,179.7,65.0,0.0,"['Chain Lift Hill', 'Tunnel']",124.0,Yes
Rattlesnake,Chessington World of Adventures,Steel,Sit Down,Operating,Greater London,England,United Kingdom,Maurer Rides GmbH,1213,49.3,28.0,0.0,['Chain Lift Hill'],,No
Rattlesnake Coaster,Adventureland,Steel,Sit Down,Operating,Farmingdale,New York,United States,Zierer,652,19.7,19.9,0.0,['Booster Wheel Lift Hill'],,No
Raupen Express,Schwaben Park,Steel,Sit Down,Operating,Kaisersbach,Baden-Württemberg,Germany,Zierer,229,13.1,14.9,0.0,['Booster Wheel Lift Hill'],,No
Raven,Holiday World,Wood,Sit Down,Operating,Santa Claus,Indiana,United States,"Custom Coasters International, Inc.",2800,80.0,48.0,0.0,['Chain Lift Hill'],85.0,Yes
Ravine Flyer II,Waldameer,Wood,Sit Down,Operating,Erie,Pennsylvania,United States,,2900,80.0,57.0,0.0,['Chain Lift Hill'],118.0,Yes
"Reaper, Drop ride to doom!",Amsterdam Dungeon,Steel,Sit Down,Removed,Amsterdam,North Holland,Netherlands,Mack Rides GmbH & Co KG,262,22.7,15.7,0.0,"['Elevator Lift', 'Turntable']",,No
Recoil,Wonderla Amusement Park Bangalore,Steel,Sit Down,Operating,Bangalore,Karnataka,India,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Recoil,Wonderla Amusement Park Hyderabad,Steel,Sit Down,Operating,Hyderabad,Telangana,India,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Recoil,Wonderla Amusement Park Kochi,Steel,Sit Down,Operating,Kochi,Kerala,India,Vekoma,935,116.5,47.0,3.0,"['Catch Car Lift Hill', 'Cobra Roll', 'Loop', 'Chain Lift Hill']",,No
Red Fire,Korsan Adasi,Steel,Sit Down,Operating,Istanbul,Istanbul,Turkey,Intamin Amusement Rides,3215,180.3,68.3,2.0,"['LSM Launch', 'Top Hat - Outside', 'Corkscrew', 'Corkscrew']",,No
Red Force,Ferrari Land,Steel,Sit Down,Operating,Tarragona,Catalonia,Spain,Intamin Amusement Rides,2887,367.3,111.8,0.0,['LSM Launch'],,No
Regina II,Tobu Zoo Park,Wood,Sit Down,Operating,Saitama,Saitama,Japan,Intamin Amusement Rides,4376,121.4,55.9,0.0,"['Chain Lift Hill', 'Helix']",,No
Relámpago,Mundo Petapa,Steel,Sit Down,Operating,Guatemala City,Guatemala,Guatemala,Zamperla,1230,68.9,43.5,3.0,"['Vertical Chain Lift Hill', 'Loop', 'Immelmann', 'Corkscrew']",,No
Renegade,Valleyfair!,Wood,Sit Down,Operating,Shakopee,Minnesota,United States,Great Coasters International,3113,97.5,51.3,0.0,['Chain Lift Hill'],91.4,Yes
Revenge of the Mummy,Universal Studios Florida,Steel,Sit Down,Operating,Orlando,Florida,United States,Premier Rides,2200,44.4,40.0,0.0,"['LIM Launch', 'LIM Launch', 'LIM Launch']",,No
Revenge of the Mummy,Universal Studios Singapore,Steel,Sit Down,Operating,Sentosa,Sentosa,Singapore,Premier Rides,2200,44.4,40.0,0.0,"['Dark/Show Section', 'LIM Launch', 'LIM Launch', 'LIM Launch']",,No
Revenge of the Mummy the Ride,Universal Studios Hollywood,Steel,Sit Down,Operating,Universal City,California,United States,Premier Rides,1906,44.4,40.0,0.0,"['LIM Launch', 'LIM Launch']",,No
Reversed City,Wushangmeng Times Square,Steel,Inverted,Operating,Wuhan,Hubei,China,Jinma Rides,1991,72.2,37.3,0.0,"['Dark/Show Section', 'LSM Launch', 'Dark/Show Section', 'LSM Launch']",,No
Revolution,Libertyland,Steel,Sit Down,Relocated,Memphis,Tennessee,United States,Arrow Dynamics,1565,70.0,55.0,3.0,"['Loop', 'Double Corkscrew']",65.0,No
Revolution,Blackpool Pleasure Beach,Steel,Sit Down,Operating,Lancashire,England,United Kingdom,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
Revolution,Bobbejaanland,Steel,Sit Down,Operating,Antwerp,Flemish Region,Belgium,Vekoma,2362,60.8,31.1,0.0,['Booster Wheel Lift Hill'],,No
Rewind Racers,Adventure City,Steel,Sit Down,Operating,Anaheim,California,United States,Gerstlauer Amusement Rides GmbH,593,39.3,31.1,0.0,"['Chain Lift Hill', 'Booster Wheel Lift Hill']",,No
Rex's Racer,Shanghai Disneyland,Steel,Sit Down,Operating,Pudong,Shanghai,China,Intamin Amusement Rides,269,91.2,47.0,0.0,['LSM Launch (multi-pass)'],,No
Rhino Coaster,West Midland Safari Park,Steel,Sit Down,Operating,Worcestershire,England,United Kingdom,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Rhombus Rocket,Fantasy Island,Steel,Sit Down,Operating,Lincolnshire,England,United Kingdom,WGH Transportation,967,17.1,28.8,0.0,,,No
Ricochet,Carowinds,Steel,Sit Down,Operating,Charlotte,North Carolina,United States,Mack Rides GmbH & Co KG,1213,45.9,28.0,0.0,['Chain Lift Hill'],,No
RidderStrijd,Avonturenpark Hellendoorn,Steel,Sit Down,Under Construction,Hellendoorn,Overijssel,Netherlands,Reverchon,1377,42.7,29.1,0.0,,,No
Riddler Mindbender,Six Flags Over Georgia,Steel,Sit Down,Operating,Austell,Georgia,United States,Schwarzkopf,3253,80.0,50.0,2.0,"['Chain Lift Hill', 'Loop', 'Loop', 'Helix', 'Tunnel']",,Yes
Riddler Revenge,Six Flags New England,Steel,Inverted,Operating,Agawam,Massachusetts,United States,Vekoma,2260,109.3,49.7,5.0,"['Chain Lift Hill', 'Roll Over', 'Sidewinder', 'Double In-Line Twist']",,No
Riddler's Revenge,Six Flags Magic Mountain,Steel,Stand Up,Operating,Valencia,California,United States,Bolliger & Mabillard,4370,156.0,65.0,6.0,"['Chain Lift Hill', 'Loop', 'Dive Loop', 'Dive Loop', 'Inclined Loop', 'Block Brake', 'Corkscrew', 'Corkscrew']",146.0,No
Ride of Steel,Six Flags Darien Lake,Steel,Sit Down,Operating,Darien Center,New York,United States,Intamin Amusement Rides,5400,208.0,73.0,0.0,['Chain Lift Hill'],205.0,No
Ride to Happiness,Plopsaland De Panne,Steel,Sit Down,Operating,West Flanders,Flemish Region,Belgium,Mack Rides GmbH & Co KG,3018,108.3,55.9,5.0,"['Heartline Roll', 'LSM Launch', 'Banana Roll', 'Loop', 'Zero-G Roll', 'LSM Boost', 'Step-Up Under Flip']",,Yes
Ring Racer,Nürburgring,Steel,Sit Down,SBNO,Nürburg,Rhineland-Palatinate,Germany,S&S Worldwide,3976,123.0,99.4,0.0,['Compressed Air Launch'],,No
Ripper,Thrill-Ville USA,Steel,Sit Down,Relocated,Turner,Oregon,United States,Schwarzkopf,1765,44.3,31.1,0.0,,,No
Rita,Alton Towers,Steel,Sit Down,Operating,Staffordshire,England,United Kingdom,Intamin Amusement Rides,2099,68.8,61.1,0.0,['Hydraulic Launch'],,No
River King Mine Train,Six Flags St. Louis,Steel,Sit Down,Operating,Eureka,Missouri,United States,Arrow Dynamics,2500,32.0,37.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'Chain Lift Hill', 'Tunnel']",41.0,No
River King Mine Train,Six Flags St. Louis,Steel,Sit Down,Relocated,Eureka,Missouri,United States,Arrow Dynamics,2349,32.0,37.0,0.0,"['Chain Lift Hill', 'Chain Lift Hill', 'Chain Lift Hill', 'Tunnel']",41.0,No
Road Runner Express,Kentucky Kingdom,Steel,Sit Down,Relocated,Louisville,Kentucky,United States,Maurer Rides GmbH,1213,49.3,28.0,0.0,['Chain Lift Hill'],,No
Road Runner Express,Six Flags Magic Mountain,Steel,Sit Down,Operating,Valencia,California,United States,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Road Runner Roller Coaster,Warner Bros. Movie World,Steel,Sit Down,Operating,Gold Coast,Queensland,Australia,Vekoma,1099,42.7,28.5,0.0,['Booster Wheel Lift Hill'],,No
Road Runner's Express,Six Flags New Orleans,Steel,Sit Down,Relocated,New Orleans,Louisiana,United States,Vekoma,679,27.9,21.7,0.0,['Booster Wheel Lift Hill'],,No
Roar,Six Flags America,Wood,Sit Down,Operating,Upper Marlboro,Maryland,United States,Great Coasters International,3468,94.6,50.5,0.0,['Chain Lift Hill'],85.0,No
Roar,Six Flags Discovery Kingdom,Wood,Sit Down,Removed,Vallejo,California,United States,Great Coasters International,3291,94.6,50.5,0.0,['Chain Lift Hill'],85.0,No
Roaring Timbers,Sun World Hon Thom - Exotica Village,Wood,Sit Down,Operating,Phú Quốc,Kiên Giang,Vietnam,Great Coasters International,2919,106.3,49.7,0.0,['Chain Lift Hill'],,No
Roaring Tornado,Magic Springs Theme and Water Park,Steel,Sit Down,Relocated,Hot Springs,Arkansas,United States,Arrow Dynamics,635,56.0,45.0,1.0,"['Electric Winch Launch', 'Loop', 'Electric Winch Launch']",47.0,No
